t,MV,MVP,MVI,MVD,SP,PV,DV,Man
4.400000000000000000e+01,1.000000000000000000e+02,8.047173335264848504e+01,2.617787717545122561e+01,-3.017830576024473022e+00,7.000000000000000000e+01,4.803000000000000114e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.500000000000000000e+01,1.000000000000000000e+02,8.014342619028499826e+01,2.660935366824879367e+01,-8.160673174515462591e-01,7.000000000000000000e+01,4.845000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.600000000000000000e+01,1.000000000000000000e+02,7.861132609925542170e+01,2.703258163455683061e+01,-2.090007678719757234e+00,7.000000000000000000e+01,4.874000000000000199e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.700000000000000000e+01,1.000000000000000000e+02,7.755344746497310382e+01,2.745011418971733619e+01,-1.640810859287043399e+00,7.000000000000000000e+01,4.889999999999999858e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.800000000000000000e+01,1.000000000000000000e+02,7.696979028743803042e+01,2.786450444907230661e+01,-9.684402955083789566e-01,7.000000000000000000e+01,4.932000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.900000000000000000e+01,1.000000000000000000e+02,7.543769019640845386e+01,2.827064618193774592e+01,-2.109742409320981782e+00,7.000000000000000000e+01,4.989999999999999858e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+01,9.897384166389463189e+01,7.332193292784381811e+01,2.866539709250812251e+01,-3.013488356457321160e+00,7.000000000000000000e+01,5.003000000000000114e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.100000000000000000e+01,1.000000000000000000e+02,7.284771147109655942e+01,2.905759488773649935e+01,-1.004487211438501726e+00,7.000000000000000000e+01,5.032000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.200000000000000000e+01,9.973371146101557372e+01,7.178983283681424155e+01,2.944409727181734482e+01,-1.500218647616014644e+00,7.000000000000000000e+01,5.064000000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.300000000000000000e+01,9.874067306133430577e+01,7.062251848174408053e+01,2.982431506428711998e+01,-1.706160484696892521e+00,7.000000000000000000e+01,5.084000000000000341e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.400000000000000000e+01,9.892766560200615800e+01,6.989294700982523523e+01,3.020060498699997353e+01,-1.165886394819060312e+00,7.000000000000000000e+01,5.109000000000000341e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.500000000000000000e+01,9.822082760736050489e+01,6.898098266992667504e+01,3.057198507251667863e+01,-1.332140135082848564e+00,7.000000000000000000e+01,5.147999999999999687e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.600000000000000000e+01,9.647891348360427344e+01,6.755831829968495583e+01,3.093570581200739156e+01,-2.015110628088071287e+00,7.000000000000000000e+01,5.174000000000000199e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.700000000000000000e+01,9.641482192068340851e+01,6.660987538619043846e+01,3.129432032081410853e+01,-1.489373786321140702e+00,7.000000000000000000e+01,5.221999999999999886e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.800000000000000000e+01,9.404172677090596721e+01,6.485890385358523247e+01,3.164350794220422003e+01,-2.460685024883494165e+00,7.000000000000000000e+01,5.225000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00
5.900000000000000000e+01,9.628113985333753533e+01,6.474946813279738933e+01,3.199210638313079613e+01,-4.604346625906533541e-01,7.000000000000000000e+01,5.267000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.000000000000000000e+01,9.350587676081332233e+01,6.321736804176781277e+01,3.233245629756783757e+01,-2.043947578522329778e+00,7.000000000000000000e+01,5.274000000000000199e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.100000000000000000e+01,9.503800668608305102e+01,6.296201802659621904e+01,3.267143145758996070e+01,-5.954427981031154005e-01,7.000000000000000000e+01,5.292999999999999972e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.200000000000000000e+01,9.430081509836472264e+01,6.226892512827332382e+01,3.300667514134300973e+01,-9.747851712516151235e-01,7.000000000000000000e+01,5.321999999999999886e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.300000000000000000e+01,9.305089814819608307e+01,6.121104649399100595e+01,3.333622341394852384e+01,-1.496371759743439833e+00,7.000000000000000000e+01,5.364000000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.400000000000000000e+01,9.115835160998680919e+01,5.967894640296142938e+01,3.365752316006451395e+01,-2.178117953039127919e+00,7.000000000000000000e+01,5.396000000000000085e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.500000000000000000e+01,9.069021110702446720e+01,5.851163204789127548e+01,3.397253831456942663e+01,-1.793959255436233802e+00,7.000000000000000000e+01,5.418999999999999773e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.600000000000000000e+01,9.063666682775155437e+01,5.767262485518461546e+01,3.428303641885388231e+01,-1.318994446286951616e+00,7.000000000000000000e+01,5.447999999999999687e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.700000000000000000e+01,8.966163298281210814e+01,5.661474622090229758e+01,3.458783911199081018e+01,-1.540952350080996958e+00,7.000000000000000000e+01,5.474000000000000199e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.800000000000000000e+01,8.912587615409300668e+01,5.566630330740778021e+01,3.488753557444373854e+01,-1.427962727758512296e+00,7.000000000000000000e+01,5.496000000000000085e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.900000000000000000e+01,8.882233957934444391e+01,5.486377468829705606e+01,3.518291138016405739e+01,-1.224346489116673542e+00,7.000000000000000000e+01,5.486999999999999744e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.000000000000000000e+01,9.093877431403421951e+01,5.519208185066054995e+01,3.548005472727498955e+01,2.666377360986811329e-01,7.000000000000000000e+01,5.528000000000000114e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.100000000000000000e+01,8.756307173675281774e+01,5.369646033322690215e+01,3.576914594138423809e+01,-1.902534537858317387e+00,7.000000000000000000e+01,5.545000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.200000000000000000e+01,8.808163979245060204e+01,5.307632458209587867e+01,3.605489846620010752e+01,-1.049583255845391250e+00,7.000000000000000000e+01,5.567000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.300000000000000000e+01,8.743478598390863965e+01,5.227379596298515452e+01,3.633633033428336745e+01,-1.175340313359880540e+00,7.000000000000000000e+01,5.603000000000000114e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.400000000000000000e+01,8.571819351020045019e+01,5.096056731353124292e+01,3.661069203680416706e+01,-1.853065840134952680e+00,7.000000000000000000e+01,5.603000000000000114e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.500000000000000000e+01,8.760561947509775393e+01,5.096056731353124292e+01,3.688505373932496667e+01,-2.400015777584633136e-01,7.000000000000000000e+01,5.625000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.600000000000000000e+01,8.624264690415596135e+01,5.015803869442051877e+01,3.715509478511315677e+01,-1.070486575377717520e+00,7.000000000000000000e+01,5.650999999999999801e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.700000000000000000e+01,8.526259547388410454e+01,4.920959578092602982e+01,3.742002960021735447e+01,-1.367029907259277532e+00,7.000000000000000000e+01,5.657000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.800000000000000000e+01,8.621398479926980940e+01,4.899072433935036486e+01,3.768378605439447426e+01,-4.605255944750262787e-01,7.000000000000000000e+01,5.692999999999999972e+01,5.000000000000000000e+01,0.000000000000000000e+00
7.900000000000000000e+01,8.385748209825572985e+01,4.767749568989644615e+01,3.794047234300914084e+01,-1.760485934649865580e+00,7.000000000000000000e+01,5.702000000000000313e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.000000000000000000e+01,8.489135848266830919e+01,4.734918852753295937e+01,3.819539109023319412e+01,-6.532211350978321951e-01,7.000000000000000000e+01,5.718999999999999773e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.100000000000000000e+01,8.428824667759680267e+01,4.672905277640195720e+01,3.844697114816386829e+01,-8.877772469690218271e-01,7.000000000000000000e+01,5.731000000000000227e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.200000000000000000e+01,8.430557622432449705e+01,4.629130989325063439e+01,3.869619448424038666e+01,-6.819281531665186691e-01,7.000000000000000000e+01,5.757000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.300000000000000000e+01,8.296647317427731139e+01,4.534286697975614544e+01,3.894031158963291261e+01,-1.316705395111756882e+00,7.000000000000000000e+01,5.753999999999999915e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.400000000000000000e+01,8.460852293992527962e+01,4.545230270054397437e+01,3.918501787548897397e+01,-2.879763610767105408e-02,7.000000000000000000e+01,5.777000000000000313e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.500000000000000000e+01,8.294812475200089352e+01,4.461329550783729303e+01,3.942520711112457832e+01,-1.090377866960971387e+00,7.000000000000000000e+01,5.792999999999999972e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.600000000000000000e+01,8.279474193619383016e+01,4.402963833030222673e+01,3.966225405095465106e+01,-8.971504450630496397e-01,7.000000000000000000e+01,5.802000000000000313e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.700000000000000000e+01,8.305745919603643301e+01,4.370133116793873995e+01,3.989753344939411051e+01,-5.414054212964157786e-01,7.000000000000000000e+01,5.821999999999999886e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.800000000000000000e+01,8.208561263472661551e+01,4.297175969601990886e+01,4.012888497807664834e+01,-1.015032039369942796e+00,7.000000000000000000e+01,5.853999999999999915e+01,5.000000000000000000e+01,0.000000000000000000e+00
8.900000000000000000e+01,8.051507617460202937e+01,4.180444534094975495e+01,4.035395191514811586e+01,-1.643321081495841440e+00,7.000000000000000000e+01,5.872999999999999687e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+01,8.057613769876080312e+01,4.111135244262686683e+01,4.057528737595050927e+01,-1.110502119816577649e+00,7.000000000000000000e+01,5.879999999999999716e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.100000000000000000e+01,8.117670378455957803e+01,4.085600242745526600e+01,4.079524808233798439e+01,-4.745467252336604269e-01,7.000000000000000000e+01,5.892999999999999972e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.200000000000000000e+01,8.071878286324813701e+01,4.038178097070800732e+01,4.101265567338345619e+01,-6.756537808433168424e-01,7.000000000000000000e+01,5.879999999999999716e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.300000000000000000e+01,8.261530327990021760e+01,4.085600242745526600e+01,4.123261637977093130e+01,5.266844726740216309e-01,7.000000000000000000e+01,5.925000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.400000000000000000e+01,7.860036937575597449e+01,3.921446661563786051e+01,4.144373937920533280e+01,-2.057836619087221042e+00,7.000000000000000000e+01,5.921999999999999886e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.500000000000000000e+01,8.085456794684886006e+01,3.932390233642568944e+01,4.165545155910327679e+01,-1.247859486801042583e-01,7.000000000000000000e+01,5.946999999999999886e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.600000000000000000e+01,7.907689087380151705e+01,3.841193799652713636e+01,4.186225390180506878e+01,-1.197301024530687874e+00,7.000000000000000000e+01,5.957000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.700000000000000000e+01,7.948671929208998677e+01,3.804715226056770661e+01,4.206709230962839996e+01,-6.275252781061199103e-01,7.000000000000000000e+01,5.934000000000000341e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.800000000000000000e+01,8.216798080391568249e+01,3.888615945327436663e+01,4.227644776767218815e+01,1.005373582969133706e+00,7.000000000000000000e+01,5.957000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
9.900000000000000000e+01,7.957200223424719354e+01,3.804715226056770661e+01,4.248128617549551933e+01,-9.564362018160280643e-01,7.000000000000000000e+01,5.996000000000000085e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+02,7.733650215036510644e+01,3.662448789032595897e+01,4.267846523729286190e+01,-1.966450977253717980e+00,7.000000000000000000e+01,5.982999999999999829e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.010000000000000000e+02,8.033641241246949960e+01,3.709870934707321766e+01,4.287819741443220067e+01,3.595056509640839337e-01,7.000000000000000000e+01,6.017999999999999972e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.020000000000000000e+02,7.728598184982624275e+01,3.582195927121523482e+01,4.307105581949693374e+01,-1.607033240885924030e+00,7.000000000000000000e+01,6.004999999999999716e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.030000000000000000e+02,7.996870404744475991e+01,3.629618072796249351e+01,4.326646733990366300e+01,4.060559795786159443e-01,7.000000000000000000e+01,6.038000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.040000000000000000e+02,7.704127258386502319e+01,3.509238779929638241e+01,4.345539787521147446e+01,-1.506513090642827679e+00,7.000000000000000000e+01,6.034000000000000341e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.050000000000000000e+02,7.887728088871196519e+01,3.523830209368014721e+01,4.364511398447066881e+01,-6.135189438850746635e-03,7.000000000000000000e+01,6.057000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.060000000000000000e+02,7.714216522577119406e+01,3.439929490097348719e+01,4.383031304350940616e+01,-1.087442718711705725e+00,7.000000000000000000e+01,6.040999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.070000000000000000e+02,7.961669442564715382e+01,3.498295207850857480e+01,4.401865439835368221e+01,6.150879487848947003e-01,7.000000000000000000e+01,6.050000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.080000000000000000e+02,7.851432669483098437e+01,3.465464491614508802e+01,4.420522821180734496e+01,-3.455464331214465612e-01,7.000000000000000000e+01,6.092000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.090000000000000000e+02,7.547703060324195690e+01,3.312254482511550435e+01,4.438355349877147660e+01,-2.029067720645030715e+00,7.000000000000000000e+01,6.075999999999999801e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+02,7.876435557881728755e+01,3.370620200265059196e+01,4.456502108154113984e+01,4.931324946255563613e-01,7.000000000000000000e+01,6.089000000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.110000000000000000e+02,7.742559220490488769e+01,3.323198054590333328e+01,4.474393554896880687e+01,-5.503238899672444617e-01,7.000000000000000000e+01,6.104999999999999716e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.120000000000000000e+02,7.674082624633832950e+01,3.264832336836827409e+01,4.491970772059094230e+01,-8.272048426208892247e-01,7.000000000000000000e+01,6.111999999999999744e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.130000000000000000e+02,7.704922328099448237e+01,3.239297335319668036e+01,4.509410513779815233e+01,-4.378552100003483272e-01,7.000000000000000000e+01,6.121000000000000085e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.140000000000000000e+02,7.684948184062692178e+01,3.206466619083318648e+01,4.526673501361474905e+01,-4.819193638210025887e-01,7.000000000000000000e+01,6.107999999999999829e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.150000000000000000e+02,7.853258182157976819e+01,3.253888764758044516e+01,4.544191800477334198e+01,5.517761692259830486e-01,7.000000000000000000e+01,6.102000000000000313e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.160000000000000000e+02,7.873097568029062643e+01,3.275775908915608170e+01,4.561827935685901281e+01,3.549372342755374166e-01,7.000000000000000000e+01,6.128000000000000114e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.170000000000000000e+02,7.641643586172354219e+01,3.180931617566158920e+01,4.578953447826069123e+01,-1.182414792198742681e+00,7.000000000000000000e+01,6.140999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.180000000000000000e+02,7.652599721911055042e+01,3.133509471891435894e+01,4.595823648432036634e+01,-7.673339841241774151e-01,7.000000000000000000e+01,6.150000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.190000000000000000e+02,7.660736638616199912e+01,3.100678755655086505e+01,4.612517094898942815e+01,-5.245921193782927539e-01,7.000000000000000000e+01,6.150000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.200000000000000000e+02,7.723094992490381117e+01,3.100678755655086505e+01,4.629210541365848997e+01,-6.794304530554472199e-02,7.000000000000000000e+01,6.140999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.210000000000000000e+02,7.821231256225739514e+01,3.133509471891435894e+01,4.646080741971816508e+01,4.164104236248724056e-01,7.000000000000000000e+01,6.163000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.220000000000000000e+02,7.617228411567205626e+01,3.053256609980360636e+01,4.662518876904523069e+01,-9.854707531767880058e-01,7.000000000000000000e+01,6.167000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.230000000000000000e+02,7.685881989100478506e+01,3.038665180541984157e+01,4.678878454442091339e+01,-3.166164588359626220e-01,7.000000000000000000e+01,6.170000000000000284e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.240000000000000000e+02,7.704626363285639457e+01,3.027721608463200909e+01,4.695179113933306070e+01,-1.827435911086716658e-01,7.000000000000000000e+01,6.202000000000000313e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.250000000000000000e+02,7.468288841753235374e+01,2.910990172956185873e+01,4.710851314263413769e+01,-1.535526454663639351e+00,7.000000000000000000e+01,6.189000000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00
1.260000000000000000e+02,7.726722869632338586e+01,2.958412318630911741e+01,4.726778826127721089e+01,4.153172487370478394e-01,7.000000000000000000e+01,6.211999999999999744e+01,5.000000000000000000e+01,0.000000000000000000e+00
