t,MV,PV,DV
8.100000000000000000e+01,5.000000000000000000e+01,6.618000000000000682e+01,6.000000000000000000e+01
8.200000000000000000e+01,5.000000000000000000e+01,6.601999999999999602e+01,6.000000000000000000e+01
8.300000000000000000e+01,5.000000000000000000e+01,6.614000000000000057e+01,6.000000000000000000e+01
8.400000000000000000e+01,5.000000000000000000e+01,6.626999999999999602e+01,6.000000000000000000e+01
8.500000000000000000e+01,5.000000000000000000e+01,6.614000000000000057e+01,6.000000000000000000e+01
8.600000000000000000e+01,5.000000000000000000e+01,6.634000000000000341e+01,6.000000000000000000e+01
8.700000000000000000e+01,5.000000000000000000e+01,6.640000000000000568e+01,6.000000000000000000e+01
8.800000000000000000e+01,5.000000000000000000e+01,6.640000000000000568e+01,6.000000000000000000e+01
8.900000000000000000e+01,5.000000000000000000e+01,6.637000000000000455e+01,6.000000000000000000e+01
9.000000000000000000e+01,5.000000000000000000e+01,6.643000000000000682e+01,6.000000000000000000e+01
9.100000000000000000e+01,5.000000000000000000e+01,6.650000000000000000e+01,6.000000000000000000e+01
9.200000000000000000e+01,5.000000000000000000e+01,6.650000000000000000e+01,6.000000000000000000e+01
9.300000000000000000e+01,5.000000000000000000e+01,6.637000000000000455e+01,6.000000000000000000e+01
9.400000000000000000e+01,5.000000000000000000e+01,6.668999999999999773e+01,6.000000000000000000e+01
9.500000000000000000e+01,5.000000000000000000e+01,6.665999999999999659e+01,6.000000000000000000e+01
9.600000000000000000e+01,5.000000000000000000e+01,6.665999999999999659e+01,6.000000000000000000e+01
9.700000000000000000e+01,5.000000000000000000e+01,6.668999999999999773e+01,6.000000000000000000e+01
9.800000000000000000e+01,5.000000000000000000e+01,6.650000000000000000e+01,6.000000000000000000e+01
9.900000000000000000e+01,5.000000000000000000e+01,6.681999999999999318e+01,6.000000000000000000e+01
1.000000000000000000e+02,5.000000000000000000e+01,6.668999999999999773e+01,6.000000000000000000e+01
1.010000000000000000e+02,5.000000000000000000e+01,6.679000000000000625e+01,6.000000000000000000e+01
1.020000000000000000e+02,5.000000000000000000e+01,6.684999999999999432e+01,6.000000000000000000e+01
1.030000000000000000e+02,5.000000000000000000e+01,6.689000000000000057e+01,6.000000000000000000e+01
1.040000000000000000e+02,5.000000000000000000e+01,6.681999999999999318e+01,6.000000000000000000e+01
1.050000000000000000e+02,5.000000000000000000e+01,6.692000000000000171e+01,6.000000000000000000e+01
1.060000000000000000e+02,5.000000000000000000e+01,6.698000000000000398e+01,6.000000000000000000e+01
1.070000000000000000e+02,5.000000000000000000e+01,6.695000000000000284e+01,6.000000000000000000e+01
1.080000000000000000e+02,5.000000000000000000e+01,6.704999999999999716e+01,6.000000000000000000e+01
1.090000000000000000e+02,5.000000000000000000e+01,6.707999999999999829e+01,6.000000000000000000e+01
1.100000000000000000e+02,5.000000000000000000e+01,6.726999999999999602e+01,6.000000000000000000e+01
1.110000000000000000e+02,5.000000000000000000e+01,6.720999999999999375e+01,6.000000000000000000e+01
1.120000000000000000e+02,5.000000000000000000e+01,6.737000000000000455e+01,6.000000000000000000e+01
1.130000000000000000e+02,5.000000000000000000e+01,6.729999999999999716e+01,6.000000000000000000e+01
1.140000000000000000e+02,5.000000000000000000e+01,6.718000000000000682e+01,6.000000000000000000e+01
1.150000000000000000e+02,5.000000000000000000e+01,6.729999999999999716e+01,6.000000000000000000e+01
1.160000000000000000e+02,5.000000000000000000e+01,6.714000000000000057e+01,6.000000000000000000e+01
1.170000000000000000e+02,5.000000000000000000e+01,6.734000000000000341e+01,6.000000000000000000e+01
1.180000000000000000e+02,5.000000000000000000e+01,6.737000000000000455e+01,6.000000000000000000e+01
1.190000000000000000e+02,5.000000000000000000e+01,6.729999999999999716e+01,6.000000000000000000e+01
1.200000000000000000e+02,5.000000000000000000e+01,6.726999999999999602e+01,6.000000000000000000e+01
1.210000000000000000e+02,5.000000000000000000e+01,6.762999999999999545e+01,6.000000000000000000e+01
1.220000000000000000e+02,5.000000000000000000e+01,6.756000000000000227e+01,6.000000000000000000e+01
1.230000000000000000e+02,5.000000000000000000e+01,6.734000000000000341e+01,6.000000000000000000e+01
1.240000000000000000e+02,5.000000000000000000e+01,6.765999999999999659e+01,6.000000000000000000e+01
1.250000000000000000e+02,5.000000000000000000e+01,6.759000000000000341e+01,6.000000000000000000e+01
1.260000000000000000e+02,5.000000000000000000e+01,6.762999999999999545e+01,6.000000000000000000e+01
1.270000000000000000e+02,5.000000000000000000e+01,6.762999999999999545e+01,6.000000000000000000e+01
1.280000000000000000e+02,5.000000000000000000e+01,6.746999999999999886e+01,6.000000000000000000e+01
1.290000000000000000e+02,5.000000000000000000e+01,6.759000000000000341e+01,6.000000000000000000e+01
1.300000000000000000e+02,5.000000000000000000e+01,6.746999999999999886e+01,6.000000000000000000e+01
1.310000000000000000e+02,5.000000000000000000e+01,6.776000000000000512e+01,6.000000000000000000e+01
1.320000000000000000e+02,5.000000000000000000e+01,6.776000000000000512e+01,6.000000000000000000e+01
1.330000000000000000e+02,5.000000000000000000e+01,6.765999999999999659e+01,6.000000000000000000e+01
1.340000000000000000e+02,5.000000000000000000e+01,6.776000000000000512e+01,6.000000000000000000e+01
1.350000000000000000e+02,5.000000000000000000e+01,6.784999999999999432e+01,6.000000000000000000e+01
1.360000000000000000e+02,5.000000000000000000e+01,6.801000000000000512e+01,6.000000000000000000e+01
1.370000000000000000e+02,5.000000000000000000e+01,6.781999999999999318e+01,6.000000000000000000e+01
1.380000000000000000e+02,5.000000000000000000e+01,6.798000000000000398e+01,6.000000000000000000e+01
1.390000000000000000e+02,5.000000000000000000e+01,6.798000000000000398e+01,6.000000000000000000e+01
1.400000000000000000e+02,5.000000000000000000e+01,6.801000000000000512e+01,6.000000000000000000e+01
1.410000000000000000e+02,5.000000000000000000e+01,6.810999999999999943e+01,6.000000000000000000e+01
1.420000000000000000e+02,5.000000000000000000e+01,6.807999999999999829e+01,6.000000000000000000e+01
1.430000000000000000e+02,5.000000000000000000e+01,6.795000000000000284e+01,6.000000000000000000e+01
1.440000000000000000e+02,5.000000000000000000e+01,6.801000000000000512e+01,6.000000000000000000e+01
1.450000000000000000e+02,5.000000000000000000e+01,6.820999999999999375e+01,6.000000000000000000e+01
1.460000000000000000e+02,5.000000000000000000e+01,6.837000000000000455e+01,6.000000000000000000e+01
1.470000000000000000e+02,5.000000000000000000e+01,6.829999999999999716e+01,6.000000000000000000e+01
1.480000000000000000e+02,5.000000000000000000e+01,6.829999999999999716e+01,6.000000000000000000e+01
1.490000000000000000e+02,5.000000000000000000e+01,6.834000000000000341e+01,6.000000000000000000e+01
1.500000000000000000e+02,5.000000000000000000e+01,6.807999999999999829e+01,6.000000000000000000e+01
1.510000000000000000e+02,5.000000000000000000e+01,6.834000000000000341e+01,6.000000000000000000e+01
1.520000000000000000e+02,5.000000000000000000e+01,6.814000000000000057e+01,6.000000000000000000e+01
1.530000000000000000e+02,5.000000000000000000e+01,6.826999999999999602e+01,6.000000000000000000e+01
1.540000000000000000e+02,5.000000000000000000e+01,6.826999999999999602e+01,6.000000000000000000e+01
1.550000000000000000e+02,5.000000000000000000e+01,6.850000000000000000e+01,6.000000000000000000e+01
1.560000000000000000e+02,5.000000000000000000e+01,6.823999999999999488e+01,6.000000000000000000e+01
1.570000000000000000e+02,5.000000000000000000e+01,6.850000000000000000e+01,6.000000000000000000e+01
1.580000000000000000e+02,5.000000000000000000e+01,6.862999999999999545e+01,6.000000000000000000e+01
1.590000000000000000e+02,5.000000000000000000e+01,6.843000000000000682e+01,6.000000000000000000e+01
1.600000000000000000e+02,5.000000000000000000e+01,6.856000000000000227e+01,6.000000000000000000e+01
1.610000000000000000e+02,5.000000000000000000e+01,6.856000000000000227e+01,6.000000000000000000e+01
1.620000000000000000e+02,5.000000000000000000e+01,6.843000000000000682e+01,6.000000000000000000e+01
1.630000000000000000e+02,5.000000000000000000e+01,6.862999999999999545e+01,6.000000000000000000e+01
1.640000000000000000e+02,5.000000000000000000e+01,6.853000000000000114e+01,6.000000000000000000e+01
1.650000000000000000e+02,5.000000000000000000e+01,6.843000000000000682e+01,6.000000000000000000e+01
1.660000000000000000e+02,5.000000000000000000e+01,6.853000000000000114e+01,6.000000000000000000e+01
1.670000000000000000e+02,5.000000000000000000e+01,6.850000000000000000e+01,6.000000000000000000e+01
1.680000000000000000e+02,5.000000000000000000e+01,6.868999999999999773e+01,6.000000000000000000e+01
1.690000000000000000e+02,5.000000000000000000e+01,6.850000000000000000e+01,6.000000000000000000e+01
1.700000000000000000e+02,5.000000000000000000e+01,6.881999999999999318e+01,6.000000000000000000e+01
1.710000000000000000e+02,5.000000000000000000e+01,6.862999999999999545e+01,6.000000000000000000e+01
1.720000000000000000e+02,5.000000000000000000e+01,6.892000000000000171e+01,6.000000000000000000e+01
1.730000000000000000e+02,5.000000000000000000e+01,6.884999999999999432e+01,6.000000000000000000e+01
1.740000000000000000e+02,5.000000000000000000e+01,6.879000000000000625e+01,6.000000000000000000e+01
1.750000000000000000e+02,5.000000000000000000e+01,6.879000000000000625e+01,6.000000000000000000e+01
1.760000000000000000e+02,5.000000000000000000e+01,6.881999999999999318e+01,6.000000000000000000e+01
1.770000000000000000e+02,5.000000000000000000e+01,6.879000000000000625e+01,6.000000000000000000e+01
1.780000000000000000e+02,5.000000000000000000e+01,6.892000000000000171e+01,6.000000000000000000e+01
1.790000000000000000e+02,5.000000000000000000e+01,6.895000000000000284e+01,6.000000000000000000e+01
1.800000000000000000e+02,5.000000000000000000e+01,6.879000000000000625e+01,6.000000000000000000e+01
1.810000000000000000e+02,5.000000000000000000e+01,6.879000000000000625e+01,6.000000000000000000e+01
1.820000000000000000e+02,5.000000000000000000e+01,6.879000000000000625e+01,6.000000000000000000e+01
1.830000000000000000e+02,5.000000000000000000e+01,6.898000000000000398e+01,6.000000000000000000e+01
1.840000000000000000e+02,5.000000000000000000e+01,6.895000000000000284e+01,6.000000000000000000e+01
1.850000000000000000e+02,5.000000000000000000e+01,6.895000000000000284e+01,6.000000000000000000e+01
1.860000000000000000e+02,5.000000000000000000e+01,6.901000000000000512e+01,6.000000000000000000e+01
1.870000000000000000e+02,5.000000000000000000e+01,6.892000000000000171e+01,6.000000000000000000e+01
1.880000000000000000e+02,5.000000000000000000e+01,6.914000000000000057e+01,6.000000000000000000e+01
1.890000000000000000e+02,5.000000000000000000e+01,6.926999999999999602e+01,6.000000000000000000e+01
1.900000000000000000e+02,5.000000000000000000e+01,6.929999999999999716e+01,6.000000000000000000e+01
1.910000000000000000e+02,5.000000000000000000e+01,6.910999999999999943e+01,6.000000000000000000e+01
1.920000000000000000e+02,5.000000000000000000e+01,6.910999999999999943e+01,6.000000000000000000e+01
1.930000000000000000e+02,5.000000000000000000e+01,6.920999999999999375e+01,6.000000000000000000e+01
1.940000000000000000e+02,5.000000000000000000e+01,6.926999999999999602e+01,6.000000000000000000e+01
1.950000000000000000e+02,5.000000000000000000e+01,6.910999999999999943e+01,6.000000000000000000e+01
1.960000000000000000e+02,5.000000000000000000e+01,6.923999999999999488e+01,6.000000000000000000e+01
1.970000000000000000e+02,5.000000000000000000e+01,6.929999999999999716e+01,6.000000000000000000e+01
1.980000000000000000e+02,5.000000000000000000e+01,6.932999999999999829e+01,6.000000000000000000e+01
1.990000000000000000e+02,5.000000000000000000e+01,6.907999999999999829e+01,6.000000000000000000e+01
2.000000000000000000e+02,5.000000000000000000e+01,6.910999999999999943e+01,6.000000000000000000e+01
2.010000000000000000e+02,5.000000000000000000e+01,6.920999999999999375e+01,6.000000000000000000e+01
2.020000000000000000e+02,5.000000000000000000e+01,6.937000000000000455e+01,6.000000000000000000e+01
2.030000000000000000e+02,5.000000000000000000e+01,6.926999999999999602e+01,6.000000000000000000e+01
2.040000000000000000e+02,5.000000000000000000e+01,6.932999999999999829e+01,6.000000000000000000e+01
2.050000000000000000e+02,5.000000000000000000e+01,6.945999999999999375e+01,6.000000000000000000e+01
2.060000000000000000e+02,5.000000000000000000e+01,6.953000000000000114e+01,6.000000000000000000e+01
2.070000000000000000e+02,5.000000000000000000e+01,6.953000000000000114e+01,6.000000000000000000e+01
2.080000000000000000e+02,5.000000000000000000e+01,6.945999999999999375e+01,6.000000000000000000e+01
2.090000000000000000e+02,5.000000000000000000e+01,6.956000000000000227e+01,6.000000000000000000e+01
2.100000000000000000e+02,5.000000000000000000e+01,6.943000000000000682e+01,6.000000000000000000e+01
2.110000000000000000e+02,5.000000000000000000e+01,6.959000000000000341e+01,6.000000000000000000e+01
2.120000000000000000e+02,5.000000000000000000e+01,6.950000000000000000e+01,6.000000000000000000e+01
2.130000000000000000e+02,5.000000000000000000e+01,6.950000000000000000e+01,6.000000000000000000e+01
2.140000000000000000e+02,5.000000000000000000e+01,6.956000000000000227e+01,6.000000000000000000e+01
2.150000000000000000e+02,5.000000000000000000e+01,6.956000000000000227e+01,6.000000000000000000e+01
2.160000000000000000e+02,5.000000000000000000e+01,6.968999999999999773e+01,6.000000000000000000e+01
2.170000000000000000e+02,5.000000000000000000e+01,6.959000000000000341e+01,6.000000000000000000e+01
2.180000000000000000e+02,5.000000000000000000e+01,6.959000000000000341e+01,6.000000000000000000e+01
2.190000000000000000e+02,5.000000000000000000e+01,6.962999999999999545e+01,6.000000000000000000e+01
2.200000000000000000e+02,5.000000000000000000e+01,6.943000000000000682e+01,6.000000000000000000e+01
2.210000000000000000e+02,5.000000000000000000e+01,6.975000000000000000e+01,6.000000000000000000e+01
2.220000000000000000e+02,5.000000000000000000e+01,6.965999999999999659e+01,6.000000000000000000e+01
2.230000000000000000e+02,5.000000000000000000e+01,6.981999999999999318e+01,6.000000000000000000e+01
2.240000000000000000e+02,5.000000000000000000e+01,6.984999999999999432e+01,6.000000000000000000e+01
2.250000000000000000e+02,5.000000000000000000e+01,6.992000000000000171e+01,6.000000000000000000e+01
2.260000000000000000e+02,5.000000000000000000e+01,6.979000000000000625e+01,6.000000000000000000e+01
2.270000000000000000e+02,5.000000000000000000e+01,6.995000000000000284e+01,6.000000000000000000e+01
2.280000000000000000e+02,5.000000000000000000e+01,6.984999999999999432e+01,6.000000000000000000e+01
2.290000000000000000e+02,5.000000000000000000e+01,6.975000000000000000e+01,6.000000000000000000e+01
2.300000000000000000e+02,5.000000000000000000e+01,6.971999999999999886e+01,6.000000000000000000e+01
2.310000000000000000e+02,5.000000000000000000e+01,6.995000000000000284e+01,6.000000000000000000e+01
2.320000000000000000e+02,5.000000000000000000e+01,6.971999999999999886e+01,6.000000000000000000e+01
2.330000000000000000e+02,5.000000000000000000e+01,6.971999999999999886e+01,6.000000000000000000e+01
2.340000000000000000e+02,5.000000000000000000e+01,6.987999999999999545e+01,6.000000000000000000e+01
2.350000000000000000e+02,5.000000000000000000e+01,6.987999999999999545e+01,6.000000000000000000e+01
2.360000000000000000e+02,5.000000000000000000e+01,6.992000000000000171e+01,6.000000000000000000e+01
2.370000000000000000e+02,5.000000000000000000e+01,6.998000000000000398e+01,6.000000000000000000e+01
2.380000000000000000e+02,5.000000000000000000e+01,6.975000000000000000e+01,6.000000000000000000e+01
2.390000000000000000e+02,5.000000000000000000e+01,6.984999999999999432e+01,6.000000000000000000e+01
2.400000000000000000e+02,5.000000000000000000e+01,6.975000000000000000e+01,6.000000000000000000e+01
2.410000000000000000e+02,5.000000000000000000e+01,6.987999999999999545e+01,6.000000000000000000e+01
2.420000000000000000e+02,5.000000000000000000e+01,6.998000000000000398e+01,6.000000000000000000e+01
2.430000000000000000e+02,5.000000000000000000e+01,6.987999999999999545e+01,6.000000000000000000e+01
2.440000000000000000e+02,5.000000000000000000e+01,7.001000000000000512e+01,6.000000000000000000e+01
2.450000000000000000e+02,5.000000000000000000e+01,7.007999999999999829e+01,6.000000000000000000e+01
2.460000000000000000e+02,5.000000000000000000e+01,6.995000000000000284e+01,6.000000000000000000e+01
2.470000000000000000e+02,5.000000000000000000e+01,7.014000000000000057e+01,6.000000000000000000e+01
2.480000000000000000e+02,5.000000000000000000e+01,6.995000000000000284e+01,6.000000000000000000e+01
2.490000000000000000e+02,5.000000000000000000e+01,7.010999999999999943e+01,6.000000000000000000e+01
2.500000000000000000e+02,5.000000000000000000e+01,7.007999999999999829e+01,6.000000000000000000e+01
2.510000000000000000e+02,5.000000000000000000e+01,7.020999999999999375e+01,6.000000000000000000e+01
2.520000000000000000e+02,5.000000000000000000e+01,7.010999999999999943e+01,6.000000000000000000e+01
2.530000000000000000e+02,5.000000000000000000e+01,7.023999999999999488e+01,6.000000000000000000e+01
2.540000000000000000e+02,5.000000000000000000e+01,6.998000000000000398e+01,6.000000000000000000e+01
2.550000000000000000e+02,5.000000000000000000e+01,7.007999999999999829e+01,6.000000000000000000e+01
2.560000000000000000e+02,5.000000000000000000e+01,7.023999999999999488e+01,6.000000000000000000e+01
2.570000000000000000e+02,5.000000000000000000e+01,7.004000000000000625e+01,6.000000000000000000e+01
2.580000000000000000e+02,5.000000000000000000e+01,7.010999999999999943e+01,6.000000000000000000e+01
2.590000000000000000e+02,5.000000000000000000e+01,7.017000000000000171e+01,6.000000000000000000e+01
2.600000000000000000e+02,5.000000000000000000e+01,7.017000000000000171e+01,6.000000000000000000e+01
2.610000000000000000e+02,5.000000000000000000e+01,7.010999999999999943e+01,6.000000000000000000e+01
2.620000000000000000e+02,5.000000000000000000e+01,7.029999999999999716e+01,6.000000000000000000e+01
2.630000000000000000e+02,5.000000000000000000e+01,7.026999999999999602e+01,6.000000000000000000e+01
2.640000000000000000e+02,5.000000000000000000e+01,7.007999999999999829e+01,6.000000000000000000e+01
2.650000000000000000e+02,5.000000000000000000e+01,7.029999999999999716e+01,6.000000000000000000e+01
2.660000000000000000e+02,5.000000000000000000e+01,7.023999999999999488e+01,6.000000000000000000e+01
2.670000000000000000e+02,5.000000000000000000e+01,7.017000000000000171e+01,6.000000000000000000e+01
2.680000000000000000e+02,5.000000000000000000e+01,7.045999999999999375e+01,6.000000000000000000e+01
2.690000000000000000e+02,5.000000000000000000e+01,7.023999999999999488e+01,6.000000000000000000e+01
2.700000000000000000e+02,5.000000000000000000e+01,7.029999999999999716e+01,6.000000000000000000e+01
2.710000000000000000e+02,5.000000000000000000e+01,7.026999999999999602e+01,6.000000000000000000e+01
2.720000000000000000e+02,5.000000000000000000e+01,7.043000000000000682e+01,6.000000000000000000e+01
2.730000000000000000e+02,5.000000000000000000e+01,7.043000000000000682e+01,6.000000000000000000e+01
2.740000000000000000e+02,5.000000000000000000e+01,7.020999999999999375e+01,6.000000000000000000e+01
2.750000000000000000e+02,5.000000000000000000e+01,7.029999999999999716e+01,6.000000000000000000e+01
2.760000000000000000e+02,5.000000000000000000e+01,7.050000000000000000e+01,6.000000000000000000e+01
2.770000000000000000e+02,5.000000000000000000e+01,7.037000000000000455e+01,6.000000000000000000e+01
2.780000000000000000e+02,5.000000000000000000e+01,7.045999999999999375e+01,6.000000000000000000e+01
2.790000000000000000e+02,5.000000000000000000e+01,7.037000000000000455e+01,6.000000000000000000e+01
2.800000000000000000e+02,5.000000000000000000e+01,7.032999999999999829e+01,6.000000000000000000e+01
2.810000000000000000e+02,5.000000000000000000e+01,7.062000000000000455e+01,6.000000000000000000e+01
2.820000000000000000e+02,5.000000000000000000e+01,7.040000000000000568e+01,6.000000000000000000e+01
2.830000000000000000e+02,5.000000000000000000e+01,7.050000000000000000e+01,6.000000000000000000e+01
2.840000000000000000e+02,5.000000000000000000e+01,7.050000000000000000e+01,6.000000000000000000e+01
2.850000000000000000e+02,5.000000000000000000e+01,7.045999999999999375e+01,6.000000000000000000e+01
2.860000000000000000e+02,5.000000000000000000e+01,7.040000000000000568e+01,6.000000000000000000e+01
2.870000000000000000e+02,5.000000000000000000e+01,7.040000000000000568e+01,6.000000000000000000e+01
2.880000000000000000e+02,5.000000000000000000e+01,7.053000000000000114e+01,6.000000000000000000e+01
2.890000000000000000e+02,5.000000000000000000e+01,7.062000000000000455e+01,6.000000000000000000e+01
2.900000000000000000e+02,5.000000000000000000e+01,7.043000000000000682e+01,6.000000000000000000e+01
